Unnamed: 0,疾病病种,发病数,死亡数,date,year,month,url
210,炭疽,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
211,细菌性和阿米巴性痢疾,146.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
212,肺结核,2378.0,2.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
213,伤寒与副伤寒,30.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
214,流行性脑脊髓膜炎,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
215,百日咳,2.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
216,白喉,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
217,新生儿破伤风,2.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
218,猩红热,52.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
219,布鲁氏菌病,6.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
220,淋病,870.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
221,梅毒,1788.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
222,钩端螺旋体病,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
223,血吸虫病,1.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
224,疟疾,17.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
225,丙类传染病合计,9805.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
226,流行性感冒,167.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
227,流行性腮腺炎,809.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
228,风疹,40.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
229,急性出血性结膜炎,122.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
230,麻风病,1.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
231,斑疹伤寒,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
232,黑热病,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
233,包虫病,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
234,丝虫病,0.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
235,其它感染性腹泻病,6147.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
236,手足口病,2519.0,0.0,2013-2,2013,2,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468817.html
237,甲乙丙类总计,24087.0,21.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
238,甲乙类传染病合计,10499.0,21.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
239,鼠疫,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
240,霍乱,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
241,传染性非典型肺炎,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
242,艾滋病,139.0,14.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
243,病毒性肝炎,2246.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
244,甲型肝炎,38.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
245,乙型肝炎,1443.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
246,丙型肝炎,256.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
247,戊型肝炎,325.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
248,肝炎未分型,184.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
249,脊髓灰质炎,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
250,人感染高致病性禽流感,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
251,甲型H1N1流感,92.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
252,麻疹,196.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
253,流行性出血热,43.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
254,狂犬病,1.0,1.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
255,流行性乙型脑炎,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
256,登革热,3.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
257,炭疽,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
258,细菌性和阿米巴性痢疾,156.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
259,肺结核,3393.0,6.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
260,伤寒与副伤寒,43.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
261,流行性脑脊髓膜炎,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
262,百日咳,5.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
263,白喉,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
264,新生儿破伤风,4.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
265,猩红热,82.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
266,布鲁氏菌病,11.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
267,淋病,1089.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
268,梅毒,2988.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
269,钩端螺旋体病,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
270,血吸虫病,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
271,疟疾,8.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
272,丙类传染病合计,13588.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
273,流行性感冒,156.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
274,流行性腮腺炎,1108.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
275,风疹,88.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
276,急性出血性结膜炎,118.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
277,麻风病,2.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
278,斑疹伤寒,1.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
279,黑热病,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
280,包虫病,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
281,丝虫病,0.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
282,其它感染性腹泻病,6014.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
283,手足口病,6101.0,0.0,2013-3,2013,3,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468818.html
284,甲乙丙类总计,38852.0,22.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
285,甲乙类传染病合计,10080.0,22.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
286,鼠疫,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
287,霍乱,1.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
288,传染性非典型肺炎,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
289,艾滋病,130.0,17.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
290,病毒性肝炎,1783.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
291,甲型肝炎,45.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
292,乙型肝炎,1273.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
293,丙型肝炎,218.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
294,戊型肝炎,93.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
295,肝炎未分型,154.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
296,脊髓灰质炎,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
297,人感染高致病性禽流感,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
298,甲型H1N1流感,6.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
299,麻疹,136.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
300,流行性出血热,58.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
301,狂犬病,1.0,1.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
302,流行性乙型脑炎,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
303,登革热,1.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
304,炭疽,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
305,细菌性和阿米巴性痢疾,284.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
306,肺结核,3328.0,4.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
307,伤寒与副伤寒,58.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
308,流行性脑脊髓膜炎,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
309,百日咳,2.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
310,白喉,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
311,新生儿破伤风,2.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
312,猩红热,156.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
313,布鲁氏菌病,8.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
314,淋病,1283.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
315,梅毒,2820.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
316,钩端螺旋体病,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
317,血吸虫病,1.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
318,疟疾,22.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
319,丙类传染病合计,28772.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
320,流行性感冒,67.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
321,流行性腮腺炎,1493.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
322,风疹,80.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
323,急性出血性结膜炎,162.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
324,麻风病,3.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
325,斑疹伤寒,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
326,黑热病,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
327,包虫病,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
328,丝虫病,0.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
329,其它感染性腹泻病,7509.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
330,手足口病,19458.0,0.0,2013-6,2013,6,http://wsjkw.zj.gov.cn/art/2013/7/23/art_1229123469_468821.html
331,甲乙丙类总计,40303.0,25.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
332,甲乙类传染病合计,11469.0,24.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
333,鼠疫,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
334,霍乱,2.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
335,传染性非典型肺炎,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
336,艾滋病,146.0,17.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
337,病毒性肝炎,1934.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
338,甲型肝炎,44.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
339,乙型肝炎,1367.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
340,丙型肝炎,273.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
341,戊型肝炎,89.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
342,肝炎未分型,161.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
343,脊髓灰质炎,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
344,人感染高致病性禽流感,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
345,甲型H1N1流感,3.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
346,麻疹,102.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
347,流行性出血热,52.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
348,狂犬病,1.0,1.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
349,流行性乙型脑炎,46.0,2.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
350,登革热,4.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
351,炭疽,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
352,细菌性和阿米巴性痢疾,483.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
353,肺结核,3611.0,4.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
354,伤寒与副伤寒,97.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
355,流行性脑脊髓膜炎,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
356,百日咳,3.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
357,白喉,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
358,新生儿破伤风,3.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
359,猩红热,90.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
360,布鲁氏菌病,15.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
361,淋病,1474.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
362,梅毒,3374.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
363,钩端螺旋体病,1.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
364,血吸虫病,1.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
365,疟疾,27.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
366,丙类传染病合计,28834.0,1.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
367,流行性感冒,89.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
368,流行性腮腺炎,1729.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
369,风疹,42.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
370,急性出血性结膜炎,134.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
371,麻风病,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
372,斑疹伤寒,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
373,黑热病,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
374,包虫病,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
375,丝虫病,0.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
376,其它感染性腹泻病,10975.0,0.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
377,手足口病,15865.0,1.0,2013-7,2013,7,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468822.html
378,甲乙丙类总计,30307.0,22.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
379,甲乙类传染病合计,10924.0,22.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
380,鼠疫,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
381,霍乱,1.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
382,传染性非典型肺炎,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
383,艾滋病,104.0,14.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
384,病毒性肝炎,1910.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
385,甲型肝炎,60.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
386,乙型肝炎,1373.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
387,丙型肝炎,232.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
388,戊型肝炎,94.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
389,肝炎未分型,151.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
390,脊髓灰质炎,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
391,人感染高致病性禽流感,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
392,甲型H1N1流感,3.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
393,麻疹,87.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
394,流行性出血热,27.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
395,狂犬病,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
396,流行性乙型脑炎,25.0,1.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
397,登革热,11.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
398,炭疽,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
399,细菌性和阿米巴性痢疾,463.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
400,肺结核,3429.0,6.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
401,伤寒与副伤寒,107.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
402,流行性脑脊髓膜炎,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
403,百日咳,2.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
404,白喉,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
405,新生儿破伤风,6.0,1.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
406,猩红热,47.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
407,布鲁氏菌病,9.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
408,淋病,1441.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
409,梅毒,3221.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
410,钩端螺旋体病,5.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
411,血吸虫病,2.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
412,疟疾,24.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
413,丙类传染病合计,19383.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
414,流行性感冒,81.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
415,流行性腮腺炎,1078.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
416,风疹,26.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
417,急性出血性结膜炎,131.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
418,麻风病,2.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
419,斑疹伤寒,0.0,0.0,2013-8,2013,8,http://wsjkw.zj.gov.cn/art/2013/11/15/art_1229123469_468823.html
