疾病病种,发病数,死亡数,date
霍乱,0.0,0.0,2018-1
传染性非典型肺炎,0.0,0.0,2018-1
艾滋病,117.0,20.0,2018-1
病毒性肝炎,1875.0,0.0,2018-1
甲型肝炎,23.0,0.0,2018-1
乙型肝炎,1365.0,0.0,2018-1
丙型肝炎,233.0,0.0,2018-1
丁型肝炎,1.0,0.0,2018-1
戊型肝炎,191.0,0.0,2018-1
肝炎未分型,62.0,0.0,2018-1
脊髓灰质炎,0.0,0.0,2018-1
人感染高致病性禽流感,0.0,0.0,2018-1
麻疹,10.0,0.0,2018-1
流行性出血热,24.0,0.0,2018-1
狂犬病,1.0,2.0,2018-1
流行性乙型脑炎,0.0,0.0,2018-1
登革热,1.0,0.0,2018-1
炭疽,0.0,0.0,2018-1
细菌性和阿米巴性痢疾,105.0,0.0,2018-1
肺结核,2954.0,13.0,2018-1
伤寒与副伤寒,13.0,0.0,2018-1
流行性脑脊髓膜炎,1.0,0.0,2018-1
百日咳,14.0,0.0,2018-1
白喉,0.0,0.0,2018-1
新生儿破伤风,0.0,0.0,2018-1
猩红热,216.0,0.0,2018-1
布鲁氏菌病,7.0,0.0,2018-1
淋病,1847.0,0.0,2018-1
梅毒,2585.0,0.0,2018-1
钩端螺旋体病,1.0,0.0,2018-1
血吸虫病,0.0,0.0,2018-1
疟疾,11.0,0.0,2018-1
人感染H7N9禽流感,0.0,0.0,2018-1
丙类传染病合计,69559.0,2.0,2018-1
流行性感冒,42383.0,2.0,2018-1
流行性腮腺炎,294.0,0.0,2018-1
风疹,8.0,0.0,2018-1
急性出血性结膜炎,63.0,0.0,2018-1
麻风病,1.0,0.0,2018-1
斑疹伤寒,1.0,0.0,2018-1
黑热病,0.0,0.0,2018-1
包虫病,0.0,0.0,2018-1
丝虫病,0.0,0.0,2018-1
其它感染性腹泻病,22703.0,0.0,2018-1
手足口病,4106.0,0.0,2018-1
甲乙丙类总计,30270.0,28.0,2018-10
甲乙类传染病合计,9569.0,28.0,2018-10
鼠疫,0.0,0.0,2018-10
霍乱,0.0,0.0,2018-10
传染性非典型肺炎,0.0,0.0,2018-10
艾滋病,151.0,18.0,2018-10
病毒性肝炎,1891.0,1.0,2018-10
甲型肝炎,40.0,0.0,2018-10
乙型肝炎,1458.0,1.0,2018-10
丙型肝炎,226.0,0.0,2018-10
丁型肝炎,1.0,0.0,2018-10
戊型肝炎,91.0,0.0,2018-10
肝炎未分型,75.0,0.0,2018-10
脊髓灰质炎,0.0,0.0,2018-10
人感染高致病性禽流感,0.0,0.0,2018-10
麻疹,10.0,0.0,2018-10
流行性出血热,17.0,0.0,2018-10
狂犬病,0.0,0.0,2018-10
流行性乙型脑炎,0.0,0.0,2018-10
登革热,32.0,0.0,2018-10
炭疽,0.0,0.0,2018-10
细菌性和阿米巴性痢疾,173.0,0.0,2018-10
肺结核,2634.0,9.0,2018-10
伤寒与副伤寒,33.0,0.0,2018-10
流行性脑脊髓膜炎,0.0,0.0,2018-10
百日咳,55.0,0.0,2018-10
白喉,0.0,0.0,2018-10
新生儿破伤风,0.0,0.0,2018-10
猩红热,139.0,0.0,2018-10
布鲁氏菌病,9.0,0.0,2018-10
淋病,1446.0,0.0,2018-10
梅毒,2961.0,0.0,2018-10
钩端螺旋体病,2.0,0.0,2018-10
血吸虫病,1.0,0.0,2018-10
疟疾,15.0,0.0,2018-10
人感染H7N9禽流感,0.0,0.0,2018-10
丙类传染病合计,20701.0,0.0,2018-10
流行性感冒,452.0,0.0,2018-10
流行性腮腺炎,465.0,0.0,2018-10
风疹,15.0,0.0,2018-10
急性出血性结膜炎,38.0,0.0,2018-10
麻风病,1.0,0.0,2018-10
斑疹伤寒,0.0,0.0,2018-10
黑热病,0.0,0.0,2018-10
包虫病,0.0,0.0,2018-10
丝虫病,0.0,0.0,2018-10
其它感染性腹泻病,5715.0,0.0,2018-10
手足口病,14015.0,0.0,2018-10
甲乙丙类总计,27721.0,39.0,2018-11
甲乙类传染病合计,9575.0,39.0,2018-11
鼠疫,0.0,0.0,2018-11
霍乱,0.0,0.0,2018-11
传染性非典型肺炎,0.0,0.0,2018-11
艾滋病,160.0,33.0,2018-11
病毒性肝炎,1959.0,1.0,2018-11
甲型肝炎,37.0,0.0,2018-11
乙型肝炎,1479.0,1.0,2018-11
丙型肝炎,279.0,0.0,2018-11
丁型肝炎,0.0,0.0,2018-11
戊型肝炎,119.0,0.0,2018-11
肝炎未分型,45.0,0.0,2018-11
脊髓灰质炎,0.0,0.0,2018-11
人感染高致病性禽流感,0.0,0.0,2018-11
麻疹,6.0,0.0,2018-11
流行性出血热,58.0,0.0,2018-11
狂犬病,0.0,0.0,2018-11
流行性乙型脑炎,0.0,0.0,2018-11
登革热,20.0,0.0,2018-11
炭疽,0.0,0.0,2018-11
细菌性和阿米巴性痢疾,91.0,0.0,2018-11
肺结核,2727.0,5.0,2018-11
伤寒与副伤寒,13.0,0.0,2018-11
流行性脑脊髓膜炎,0.0,0.0,2018-11
百日咳,48.0,0.0,2018-11
白喉,0.0,0.0,2018-11
新生儿破伤风,0.0,0.0,2018-11
猩红热,259.0,0.0,2018-11
布鲁氏菌病,5.0,0.0,2018-11
淋病,1472.0,0.0,2018-11
梅毒,2748.0,0.0,2018-11
钩端螺旋体病,1.0,0.0,2018-11
血吸虫病,0.0,0.0,2018-11
疟疾,8.0,0.0,2018-11
人感染H7N9禽流感,0.0,0.0,2018-11
丙类传染病合计,18146.0,0.0,2018-11
流行性感冒,703.0,0.0,2018-11
流行性腮腺炎,477.0,0.0,2018-11
风疹,10.0,0.0,2018-11
急性出血性结膜炎,28.0,0.0,2018-11
麻风病,1.0,0.0,2018-11
斑疹伤寒,0.0,0.0,2018-11
黑热病,0.0,0.0,2018-11
包虫病,0.0,0.0,2018-11
丝虫病,0.0,0.0,2018-11
其它感染性腹泻病,5949.0,0.0,2018-11
手足口病,10978.0,0.0,2018-11
甲乙丙类总计,32031.0,38.0,2018-12
甲乙类传染病合计,8749.0,38.0,2018-12
鼠疫,0.0,0.0,2018-12
霍乱,0.0,0.0,2018-12
传染性非典型肺炎,0.0,0.0,2018-12
艾滋病,189.0,26.0,2018-12
病毒性肝炎,1828.0,1.0,2018-12
甲型肝炎,27.0,0.0,2018-12
乙型肝炎,1361.0,0.0,2018-12
丙型肝炎,238.0,1.0,2018-12
丁型肝炎,1.0,0.0,2018-12
戊型肝炎,146.0,0.0,2018-12
肝炎未分型,55.0,0.0,2018-12
脊髓灰质炎,0.0,0.0,2018-12
人感染高致病性禽流感,0.0,0.0,2018-12
麻疹,3.0,0.0,2018-12
流行性出血热,54.0,0.0,2018-12
狂犬病,0.0,0.0,2018-12
流行性乙型脑炎,0.0,1.0,2018-12
登革热,17.0,0.0,2018-12
炭疽,0.0,0.0,2018-12
细菌性和阿米巴性痢疾,96.0,0.0,2018-12
肺结核,2514.0,10.0,2018-12
伤寒与副伤寒,17.0,0.0,2018-12
流行性脑脊髓膜炎,0.0,0.0,2018-12
百日咳,31.0,0.0,2018-12
白喉,0.0,0.0,2018-12
新生儿破伤风,0.0,0.0,2018-12
猩红热,378.0,0.0,2018-12
布鲁氏菌病,9.0,0.0,2018-12
淋病,1345.0,0.0,2018-12
梅毒,2261.0,0.0,2018-12
钩端螺旋体病,0.0,0.0,2018-12
血吸虫病,0.0,0.0,2018-12
疟疾,7.0,0.0,2018-12
人感染H7N9禽流感,0.0,0.0,2018-12
丙类传染病合计,23282.0,0.0,2018-12
流行性感冒,2508.0,0.0,2018-12
流行性腮腺炎,414.0,0.0,2018-12
风疹,9.0,0.0,2018-12
急性出血性结膜炎,41.0,0.0,2018-12
麻风病,1.0,0.0,2018-12
斑疹伤寒,0.0,0.0,2018-12
黑热病,0.0,0.0,2018-12
包虫病,0.0,0.0,2018-12
丝虫病,0.0,0.0,2018-12
其它感染性腹泻病,6797.0,0.0,2018-12
手足口病,13512.0,0.0,2018-12
甲乙丙类总计,55648.0,30.0,2018-2
甲乙类传染病合计,7144.0,26.0,2018-2
鼠疫,0.0,0.0,2018-2
霍乱,0.0,0.0,2018-2
传染性非典型肺炎,0.0,0.0,2018-2
艾滋病,84.0,18.0,2018-2
病毒性肝炎,1433.0,0.0,2018-2
甲型肝炎,30.0,0.0,2018-2
乙型肝炎,1039.0,0.0,2018-2
丙型肝炎,151.0,0.0,2018-2
丁型肝炎,0.0,0.0,2018-2
戊型肝炎,155.0,0.0,2018-2
肝炎未分型,58.0,0.0,2018-2
脊髓灰质炎,0.0,0.0,2018-2
人感染高致病性禽流感,0.0,0.0,2018-2
麻疹,11.0,0.0,2018-2
流行性出血热,19.0,0.0,2018-2
狂犬病,2.0,2.0,2018-2
流行性乙型脑炎,0.0,0.0,2018-2
登革热,1.0,0.0,2018-2
炭疽,0.0,0.0,2018-2
细菌性和阿米巴性痢疾,108.0,0.0,2018-2
肺结核,2360.0,6.0,2018-2
伤寒与副伤寒,15.0,0.0,2018-2
流行性脑脊髓膜炎,0.0,0.0,2018-2
百日咳,26.0,0.0,2018-2
白喉,0.0,0.0,2018-2
新生儿破伤风,0.0,0.0,2018-2
猩红热,53.0,0.0,2018-2
布鲁氏菌病,4.0,0.0,2018-2
淋病,1093.0,0.0,2018-2
梅毒,1927.0,0.0,2018-2
钩端螺旋体病,0.0,0.0,2018-2
血吸虫病,0.0,0.0,2018-2
疟疾,8.0,0.0,2018-2
人感染H7N9禽流感,0.0,0.0,2018-2
丙类传染病合计,48504.0,4.0,2018-2
流行性感冒,35867.0,4.0,2018-2
流行性腮腺炎,203.0,0.0,2018-2
风疹,4.0,0.0,2018-2
急性出血性结膜炎,42.0,0.0,2018-2
麻风病,0.0,0.0,2018-2
斑疹伤寒,1.0,0.0,2018-2
黑热病,0.0,0.0,2018-2
包虫病,0.0,0.0,2018-2
丝虫病,0.0,0.0,2018-2
其它感染性腹泻病,11422.0,0.0,2018-2
手足口病,965.0,0.0,2018-2
甲乙丙类总计,32838.0,36.0,2018-3
甲乙类传染病合计,11031.0,35.0,2018-3
鼠疫,0.0,0.0,2018-3
霍乱,0.0,0.0,2018-3
传染性非典型肺炎,0.0,0.0,2018-3
艾滋病,144.0,22.0,2018-3
病毒性肝炎,2244.0,0.0,2018-3
甲型肝炎,37.0,0.0,2018-3
乙型肝炎,1662.0,0.0,2018-3
丙型肝炎,257.0,0.0,2018-3
丁型肝炎,0.0,0.0,2018-3
戊型肝炎,217.0,0.0,2018-3
肝炎未分型,71.0,0.0,2018-3
脊髓灰质炎,0.0,0.0,2018-3
人感染高致病性禽流感,0.0,0.0,2018-3
麻疹,17.0,0.0,2018-3
流行性出血热,25.0,0.0,2018-3
狂犬病,1.0,1.0,2018-3
流行性乙型脑炎,1.0,0.0,2018-3
登革热,1.0,0.0,2018-3
炭疽,0.0,0.0,2018-3
细菌性和阿米巴性痢疾,111.0,0.0,2018-3
肺结核,3685.0,11.0,2018-3
伤寒与副伤寒,23.0,0.0,2018-3
流行性脑脊髓膜炎,1.0,0.0,2018-3
百日咳,49.0,0.0,2018-3
白喉,0.0,0.0,2018-3
新生儿破伤风,0.0,0.0,2018-3
猩红热,86.0,0.0,2018-3
布鲁氏菌病,6.0,0.0,2018-3
淋病,1449.0,0.0,2018-3
梅毒,3179.0,1.0,2018-3
钩端螺旋体病,0.0,0.0,2018-3
血吸虫病,0.0,0.0,2018-3
疟疾,9.0,0.0,2018-3
人感染H7N9禽流感,0.0,0.0,2018-3
丙类传染病合计,21807.0,1.0,2018-3
流行性感冒,9473.0,1.0,2018-3
流行性腮腺炎,395.0,0.0,2018-3
风疹,10.0,0.0,2018-3
急性出血性结膜炎,50.0,0.0,2018-3
麻风病,2.0,0.0,2018-3
斑疹伤寒,0.0,0.0,2018-3
黑热病,1.0,0.0,2018-3
包虫病,0.0,0.0,2018-3
丝虫病,0.0,0.0,2018-3
其它感染性腹泻病,9261.0,0.0,2018-3
手足口病,2615.0,0.0,2018-3
甲乙丙类总计,29871.0,32.0,2018-4
甲乙类传染病合计,10804.0,32.0,2018-4
鼠疫,0.0,0.0,2018-4
霍乱,0.0,0.0,2018-4
传染性非典型肺炎,0.0,0.0,2018-4
艾滋病,152.0,22.0,2018-4
病毒性肝炎,1988.0,0.0,2018-4
甲型肝炎,31.0,0.0,2018-4
乙型肝炎,1462.0,0.0,2018-4
丙型肝炎,254.0,0.0,2018-4
丁型肝炎,1.0,0.0,2018-4
戊型肝炎,184.0,0.0,2018-4
肝炎未分型,56.0,0.0,2018-4
脊髓灰质炎,0.0,0.0,2018-4
人感染高致病性禽流感,0.0,0.0,2018-4
麻疹,39.0,0.0,2018-4
流行性出血热,28.0,0.0,2018-4
狂犬病,2.0,2.0,2018-4
流行性乙型脑炎,0.0,0.0,2018-4
登革热,2.0,0.0,2018-4
炭疽,0.0,0.0,2018-4
细菌性和阿米巴性痢疾,127.0,0.0,2018-4
肺结核,3490.0,8.0,2018-4
伤寒与副伤寒,20.0,0.0,2018-4
流行性脑脊髓膜炎,0.0,0.0,2018-4
百日咳,76.0,0.0,2018-4
白喉,0.0,0.0,2018-4
新生儿破伤风,0.0,0.0,2018-4
猩红热,229.0,0.0,2018-4
布鲁氏菌病,12.0,0.0,2018-4
淋病,1541.0,0.0,2018-4
梅毒,3083.0,0.0,2018-4
钩端螺旋体病,0.0,0.0,2018-4
血吸虫病,1.0,0.0,2018-4
疟疾,14.0,0.0,2018-4
人感染H7N9禽流感,0.0,0.0,2018-4
丙类传染病合计,19067.0,0.0,2018-4
流行性感冒,1076.0,0.0,2018-4
流行性腮腺炎,549.0,0.0,2018-4
风疹,19.0,0.0,2018-4
急性出血性结膜炎,62.0,0.0,2018-4
麻风病,0.0,0.0,2018-4
斑疹伤寒,0.0,0.0,2018-4
黑热病,1.0,0.0,2018-4
包虫病,0.0,0.0,2018-4
丝虫病,0.0,0.0,2018-4
其它感染性腹泻病,5963.0,0.0,2018-4
手足口病,11397.0,0.0,2018-4
甲乙丙类总计,63866.0,29.0,2018-5
甲乙类传染病合计,11780.0,29.0,2018-5
鼠疫,0.0,0.0,2018-5
霍乱,0.0,0.0,2018-5
传染性非典型肺炎,0.0,0.0,2018-5
艾滋病,171.0,17.0,2018-5
病毒性肝炎,2142.0,0.0,2018-5
甲型肝炎,30.0,0.0,2018-5
乙型肝炎,1546.0,0.0,2018-5
丙型肝炎,316.0,0.0,2018-5
丁型肝炎,0.0,0.0,2018-5
戊型肝炎,182.0,0.0,2018-5
肝炎未分型,68.0,0.0,2018-5
脊髓灰质炎,0.0,0.0,2018-5
人感染高致病性禽流感,0.0,0.0,2018-5
麻疹,46.0,0.0,2018-5
流行性出血热,26.0,0.0,2018-5
狂犬病,0.0,0.0,2018-5
流行性乙型脑炎,0.0,0.0,2018-5
登革热,12.0,0.0,2018-5
炭疽,0.0,0.0,2018-5
细菌性和阿米巴性痢疾,219.0,0.0,2018-5
肺结核,3539.0,11.0,2018-5
伤寒与副伤寒,25.0,0.0,2018-5
流行性脑脊髓膜炎,2.0,1.0,2018-5
百日咳,78.0,0.0,2018-5
白喉,0.0,0.0,2018-5
新生儿破伤风,0.0,0.0,2018-5
猩红热,371.0,0.0,2018-5
布鲁氏菌病,16.0,0.0,2018-5
淋病,1723.0,0.0,2018-5
梅毒,3398.0,0.0,2018-5
钩端螺旋体病,1.0,0.0,2018-5
血吸虫病,0.0,0.0,2018-5
疟疾,11.0,0.0,2018-5
人感染H7N9禽流感,0.0,0.0,2018-5
丙类传染病合计,52086.0,0.0,2018-5
流行性感冒,779.0,0.0,2018-5
流行性腮腺炎,664.0,0.0,2018-5
风疹,18.0,0.0,2018-5
急性出血性结膜炎,48.0,0.0,2018-5
麻风病,4.0,0.0,2018-5
斑疹伤寒,0.0,0.0,2018-5
黑热病,0.0,0.0,2018-5
包虫病,0.0,0.0,2018-5
丝虫病,0.0,0.0,2018-5
其它感染性腹泻病,7481.0,0.0,2018-5
手足口病,43092.0,0.0,2018-5
甲乙丙类总计,80094.0,28.0,2018-6
甲乙类传染病合计,10992.0,28.0,2018-6
鼠疫,0.0,0.0,2018-6
霍乱,0.0,0.0,2018-6
传染性非典型肺炎,0.0,0.0,2018-6
艾滋病,230.0,19.0,2018-6
病毒性肝炎,1951.0,0.0,2018-6
甲型肝炎,37.0,0.0,2018-6
乙型肝炎,1440.0,0.0,2018-6
丙型肝炎,262.0,0.0,2018-6
丁型肝炎,1.0,0.0,2018-6
戊型肝炎,151.0,0.0,2018-6
肝炎未分型,60.0,0.0,2018-6
脊髓灰质炎,0.0,0.0,2018-6
人感染高致病性禽流感,0.0,0.0,2018-6
麻疹,27.0,0.0,2018-6
流行性出血热,28.0,0.0,2018-6
狂犬病,2.0,2.0,2018-6
流行性乙型脑炎,1.0,0.0,2018-6
登革热,14.0,0.0,2018-6
炭疽,0.0,0.0,2018-6
细菌性和阿米巴性痢疾,228.0,0.0,2018-6
肺结核,3308.0,7.0,2018-6
伤寒与副伤寒,23.0,0.0,2018-6
流行性脑脊髓膜炎,1.0,0.0,2018-6
百日咳,78.0,0.0,2018-6
白喉,0.0,0.0,2018-6
新生儿破伤风,0.0,0.0,2018-6
猩红热,278.0,0.0,2018-6
布鲁氏菌病,11.0,0.0,2018-6
淋病,1645.0,0.0,2018-6
梅毒,3160.0,0.0,2018-6
钩端螺旋体病,0.0,0.0,2018-6
血吸虫病,0.0,0.0,2018-6
疟疾,7.0,0.0,2018-6
人感染H7N9禽流感,0.0,0.0,2018-6
丙类传染病合计,69102.0,0.0,2018-6
流行性感冒,564.0,0.0,2018-6
流行性腮腺炎,532.0,0.0,2018-6
风疹,12.0,0.0,2018-6
急性出血性结膜炎,60.0,0.0,2018-6
麻风病,0.0,0.0,2018-6
斑疹伤寒,0.0,0.0,2018-6
黑热病,0.0,0.0,2018-6
包虫病,0.0,0.0,2018-6
丝虫病,0.0,0.0,2018-6
其它感染性腹泻病,6986.0,0.0,2018-6
手足口病,60948.0,0.0,2018-6
甲乙丙类总计,65485.0,31.0,2018-7
甲乙类传染病合计,11221.0,31.0,2018-7
鼠疫,0.0,0.0,2018-7
霍乱,1.0,0.0,2018-7
传染性非典型肺炎,0.0,0.0,2018-7
艾滋病,143.0,25.0,2018-7
病毒性肝炎,2159.0,1.0,2018-7
甲型肝炎,50.0,0.0,2018-7
乙型肝炎,1610.0,0.0,2018-7
丙型肝炎,258.0,0.0,2018-7
丁型肝炎,0.0,0.0,2018-7
戊型肝炎,171.0,1.0,2018-7
肝炎未分型,70.0,0.0,2018-7
脊髓灰质炎,0.0,0.0,2018-7
人感染高致病性禽流感,0.0,0.0,2018-7
麻疹,20.0,0.0,2018-7
流行性出血热,27.0,0.0,2018-7
狂犬病,1.0,1.0,2018-7
流行性乙型脑炎,12.0,0.0,2018-7
登革热,20.0,0.0,2018-7
炭疽,0.0,0.0,2018-7
细菌性和阿米巴性痢疾,247.0,0.0,2018-7
肺结核,3219.0,4.0,2018-7
伤寒与副伤寒,51.0,0.0,2018-7
流行性脑脊髓膜炎,0.0,0.0,2018-7
百日咳,82.0,0.0,2018-7
白喉,0.0,0.0,2018-7
新生儿破伤风,0.0,0.0,2018-7
猩红热,153.0,0.0,2018-7
布鲁氏菌病,9.0,0.0,2018-7
淋病,1589.0,0.0,2018-7
梅毒,3471.0,0.0,2018-7
钩端螺旋体病,1.0,0.0,2018-7
血吸虫病,1.0,0.0,2018-7
疟疾,15.0,0.0,2018-7
人感染H7N9禽流感,0.0,0.0,2018-7
丙类传染病合计,54264.0,0.0,2018-7
流行性感冒,510.0,0.0,2018-7
流行性腮腺炎,616.0,0.0,2018-7
风疹,13.0,0.0,2018-7
急性出血性结膜炎,55.0,0.0,2018-7
麻风病,1.0,0.0,2018-7
斑疹伤寒,0.0,0.0,2018-7
黑热病,0.0,0.0,2018-7
包虫病,0.0,0.0,2018-7
丝虫病,0.0,0.0,2018-7
其它感染性腹泻病,9100.0,0.0,2018-7
手足口病,43969.0,0.0,2018-7
甲乙丙类总计,41743.0,35.0,2018-8
甲乙类传染病合计,11024.0,35.0,2018-8
鼠疫,0.0,0.0,2018-8
霍乱,2.0,0.0,2018-8
传染性非典型肺炎,0.0,0.0,2018-8
艾滋病,159.0,22.0,2018-8
病毒性肝炎,2171.0,0.0,2018-8
甲型肝炎,45.0,0.0,2018-8
乙型肝炎,1657.0,0.0,2018-8
丙型肝炎,268.0,0.0,2018-8
丁型肝炎,0.0,0.0,2018-8
戊型肝炎,136.0,0.0,2018-8
肝炎未分型,65.0,0.0,2018-8
脊髓灰质炎,0.0,0.0,2018-8
人感染高致病性禽流感,0.0,0.0,2018-8
麻疹,9.0,0.0,2018-8
流行性出血热,17.0,0.0,2018-8
狂犬病,0.0,0.0,2018-8
流行性乙型脑炎,4.0,0.0,2018-8
登革热,53.0,0.0,2018-8
炭疽,0.0,0.0,2018-8
细菌性和阿米巴性痢疾,251.0,0.0,2018-8
肺结核,3034.0,13.0,2018-8
伤寒与副伤寒,42.0,0.0,2018-8
流行性脑脊髓膜炎,0.0,0.0,2018-8
百日咳,134.0,0.0,2018-8
白喉,0.0,0.0,2018-8
新生儿破伤风,0.0,0.0,2018-8
猩红热,97.0,0.0,2018-8
布鲁氏菌病,10.0,0.0,2018-8
淋病,1647.0,0.0,2018-8
梅毒,3380.0,0.0,2018-8
钩端螺旋体病,1.0,0.0,2018-8
血吸虫病,0.0,0.0,2018-8
疟疾,13.0,0.0,2018-8
人感染H7N9禽流感,0.0,0.0,2018-8
丙类传染病合计,30719.0,0.0,2018-8
流行性感冒,399.0,0.0,2018-8
流行性腮腺炎,523.0,0.0,2018-8
风疹,7.0,0.0,2018-8
急性出血性结膜炎,49.0,0.0,2018-8
麻风病,0.0,0.0,2018-8
斑疹伤寒,1.0,0.0,2018-8
黑热病,0.0,0.0,2018-8
包虫病,0.0,0.0,2018-8
丝虫病,0.0,0.0,2018-8
其它感染性腹泻病,10857.0,0.0,2018-8
手足口病,18883.0,0.0,2018-8
甲乙丙类总计,42060.0,31.0,2018-9
甲乙类传染病合计,10102.0,31.0,2018-9
鼠疫,0.0,0.0,2018-9
霍乱,1.0,0.0,2018-9
传染性非典型肺炎,0.0,0.0,2018-9
艾滋病,158.0,23.0,2018-9
病毒性肝炎,1909.0,0.0,2018-9
甲型肝炎,46.0,0.0,2018-9
乙型肝炎,1427.0,0.0,2018-9
丙型肝炎,229.0,0.0,2018-9
丁型肝炎,0.0,0.0,2018-9
戊型肝炎,148.0,0.0,2018-9
肝炎未分型,59.0,0.0,2018-9
脊髓灰质炎,0.0,0.0,2018-9
人感染高致病性禽流感,0.0,0.0,2018-9
麻疹,9.0,0.0,2018-9
流行性出血热,11.0,0.0,2018-9
狂犬病,3.0,3.0,2018-9
流行性乙型脑炎,2.0,0.0,2018-9
登革热,61.0,0.0,2018-9
炭疽,0.0,0.0,2018-9
细菌性和阿米巴性痢疾,185.0,0.0,2018-9
肺结核,2923.0,5.0,2018-9
伤寒与副伤寒,29.0,0.0,2018-9
流行性脑脊髓膜炎,0.0,0.0,2018-9
百日咳,102.0,0.0,2018-9
白喉,0.0,0.0,2018-9
新生儿破伤风,0.0,0.0,2018-9
猩红热,80.0,0.0,2018-9
布鲁氏菌病,10.0,0.0,2018-9
淋病,1497.0,0.0,2018-9
梅毒,3104.0,0.0,2018-9
钩端螺旋体病,5.0,0.0,2018-9
血吸虫病,0.0,0.0,2018-9
疟疾,13.0,0.0,2018-9
人感染H7N9禽流感,0.0,0.0,2018-9
丙类传染病合计,31958.0,0.0,2018-9
流行性感冒,414.0,0.0,2018-9
流行性腮腺炎,549.0,0.0,2018-9
风疹,12.0,0.0,2018-9
急性出血性结膜炎,39.0,0.0,2018-9
麻风病,0.0,0.0,2018-9
斑疹伤寒,0.0,0.0,2018-9
黑热病,0.0,0.0,2018-9
包虫病,0.0,0.0,2018-9
丝虫病,0.0,0.0,2018-9
其它感染性腹泻病,7972.0,0.0,2018-9
手足口病,22972.0,0.0,2018-9
甲乙丙类总计,93682.0,29.0,2019-1
甲乙类传染病合计,8675.0,28.0,2019-1
鼠疫,0.0,0.0,2019-1
霍乱,0.0,0.0,2019-1
传染性非典型肺炎,0.0,0.0,2019-1
艾滋病,91.0,21.0,2019-1
病毒性肝炎,2017.0,2.0,2019-1
甲型肝炎,41.0,0.0,2019-1
乙型肝炎,1468.0,2.0,2019-1
丙型肝炎,248.0,0.0,2019-1
丁型肝炎,0.0,0.0,2019-1
戊型肝炎,203.0,0.0,2019-1
肝炎未分型,57.0,0.0,2019-1
脊髓灰质炎,0.0,0.0,2019-1
人感染高致病性禽流感,0.0,0.0,2019-1
麻疹,2.0,0.0,2019-1
流行性出血热,48.0,0.0,2019-1
狂犬病,1.0,1.0,2019-1
流行性乙型脑炎,0.0,0.0,2019-1
登革热,22.0,0.0,2019-1
炭疽,0.0,0.0,2019-1
细菌性和阿米巴性痢疾,87.0,0.0,2019-1
肺结核,2622.0,4.0,2019-1
伤寒与副伤寒,19.0,0.0,2019-1
流行性脑脊髓膜炎,0.0,0.0,2019-1
百日咳,25.0,0.0,2019-1
白喉,0.0,0.0,2019-1
新生儿破伤风,0.0,0.0,2019-1
猩红热,338.0,0.0,2019-1
布鲁氏菌病,6.0,0.0,2019-1
淋病,1229.0,0.0,2019-1
梅毒,2156.0,0.0,2019-1
钩端螺旋体病,0.0,0.0,2019-1
血吸虫病,1.0,0.0,2019-1
疟疾,11.0,0.0,2019-1
人感染H7N9禽流感,0.0,0.0,2019-1
丙类传染病合计,85007.0,1.0,2019-1
流行性感冒,60874.0,1.0,2019-1
流行性腮腺炎,362.0,0.0,2019-1
风疹,18.0,0.0,2019-1
急性出血性结膜炎,48.0,0.0,2019-1
麻风病,0.0,0.0,2019-1
斑疹伤寒,0.0,0.0,2019-1
黑热病,0.0,0.0,2019-1
包虫病,0.0,0.0,2019-1
丝虫病,0.0,0.0,2019-1
其它感染性腹泻病,15689.0,0.0,2019-1
手足口病,8016.0,0.0,2019-1
甲乙丙类总计,27654.0,39.0,2019-10
甲乙类传染病合计,10234.0,39.0,2019-10
鼠疫,0.0,0.0,2019-10
霍乱,0.0,0.0,2019-10
传染性非典型肺炎,0.0,0.0,2019-10
艾滋病,173.0,25.0,2019-10
病毒性肝炎,2101.0,2.0,2019-10
甲型肝炎,29.0,0.0,2019-10
乙型肝炎,1615.0,1.0,2019-10
丙型肝炎,284.0,0.0,2019-10
丁型肝炎,0.0,0.0,2019-10
戊型肝炎,110.0,0.0,2019-10
肝炎未分型,63.0,1.0,2019-10
脊髓灰质炎,0.0,0.0,2019-10
人感染高致病性禽流感,0.0,0.0,2019-10
麻疹,5.0,0.0,2019-10
流行性出血热,16.0,0.0,2019-10
狂犬病,1.0,1.0,2019-10
流行性乙型脑炎,0.0,0.0,2019-10
登革热,119.0,0.0,2019-10
炭疽,0.0,0.0,2019-10
细菌性和阿米巴性痢疾,158.0,0.0,2019-10
肺结核,2610.0,10.0,2019-10
伤寒与副伤寒,10.0,0.0,2019-10
流行性脑脊髓膜炎,0.0,0.0,2019-10
百日咳,50.0,0.0,2019-10
白喉,0.0,0.0,2019-10
新生儿破伤风,0.0,0.0,2019-10
猩红热,141.0,0.0,2019-10
布鲁氏菌病,6.0,0.0,2019-10
淋病,1309.0,0.0,2019-10
梅毒,3521.0,1.0,2019-10
钩端螺旋体病,6.0,0.0,2019-10
血吸虫病,0.0,0.0,2019-10
疟疾,8.0,0.0,2019-10
人感染H7N9禽流感,0.0,0.0,2019-10
丙类传染病合计,17420.0,0.0,2019-10
流行性感冒,2689.0,0.0,2019-10
流行性腮腺炎,632.0,0.0,2019-10
风疹,12.0,0.0,2019-10
急性出血性结膜炎,48.0,0.0,2019-10
麻风病,0.0,0.0,2019-10
斑疹伤寒,1.0,0.0,2019-10
黑热病,0.0,0.0,2019-10
