"","date","value","disease_1","disease","source"
"397",2008-07-01,4777,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"398",2008-07-01,98888,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"400",2008-07-01,96,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"402",2008-07-01,5537,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"403",2020-09-01,111,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"404",2008-07-01,26,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"405",2008-07-01,25,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"406",2008-07-01,914,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"407",2008-07-01,21,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"408",2008-07-01,105932,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"412",2008-07-01,182,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"415",2008-07-01,14,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"418",2008-07-01,5249,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"420",2008-07-01,47550,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"421",2008-07-01,345,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"425",2008-07-01,369,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"431",2008-08-01,8871,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"432",2008-08-01,1451,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"433",2008-08-01,2074,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"434",2020-08-01,116425,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"435",2008-08-01,365,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"436",2008-08-01,2311,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"437",2008-08-01,2446,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"438",2008-08-01,1226,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"439",2008-08-01,27967,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"440",2008-08-01,282,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"441",2008-08-01,183,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"442",2008-08-01,23521,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"443",2008-08-01,2631,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"444",2008-08-01,15733,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"445",2008-08-01,11596,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"446",2008-08-01,59,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"447",2008-08-01,248,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"448",2008-08-01,905,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"449",2008-08-01,4882,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"450",2008-08-01,31,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"451",2008-08-01,120981,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"452",2008-08-01,4958,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"453",2008-08-01,95354,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"455",2008-08-01,137,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"457",2008-08-01,1695,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"458",2020-08-01,111,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"459",2008-08-01,30,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"460",2008-08-01,22,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"461",2008-08-01,857,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"462",2008-08-01,23,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"463",2008-08-01,100842,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"467",2008-08-01,186,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"470",2008-08-01,16,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"473",2008-08-01,5084,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"475",2008-08-01,46595,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"476",2008-08-01,357,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"480",2008-08-01,409,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"486",2008-09-01,8583,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"487",2008-09-01,186,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"488",2008-09-01,1638,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"489",2020-07-01,109407,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"490",2008-09-01,370,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"491",2008-09-01,1385,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"492",2008-09-01,9062,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"493",2008-09-01,1061,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"494",2008-09-01,23751,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"495",2008-09-01,221,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"496",2008-09-01,160,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"497",2008-09-01,22422,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"498",2008-09-01,3050,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"499",2008-09-01,13165,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"500",2008-09-01,10580,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"501",2008-09-01,35,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"502",2008-09-01,232,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"503",2008-09-01,1154,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"504",2008-09-01,3966,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"505",2008-09-01,29,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"506",2008-09-01,107345,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"507",2008-09-01,4488,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"508",2008-09-01,87816,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"510",2008-09-01,370,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"512",2008-09-01,1000,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"513",2020-07-01,119,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"514",2008-09-01,22,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"515",2008-09-01,53,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"516",2008-09-01,767,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"517",2008-09-01,9,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"518",2008-09-01,88814,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"522",2008-09-01,195,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"525",2008-09-01,35,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"528",2008-09-01,4399,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"530",2008-09-01,36672,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"531",2008-09-01,88,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"535",2008-09-01,301,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"538",2008-09-01,2,"鼠疫",NA,"Monthly Notifiable Infectious Diseases Reports"
"539",2008-10-01,95936,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"543",2008-10-01,219,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"546",2008-10-01,15,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"548",2008-10-01,4166,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"550",2008-10-01,27168,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"551",2008-10-01,60,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"555",2008-10-01,304,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"561",2008-10-01,9288,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"562",2008-10-01,1486,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"563",2020-06-01,114085,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"564",2008-10-01,964,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"565",2008-10-01,1144,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"566",2008-10-01,1737,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"567",2008-10-01,1096,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"568",2008-10-01,28347,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"569",2008-10-01,283,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"570",2008-10-01,179,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"571",2008-10-01,23020,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"572",2008-10-01,26,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"573",2008-10-01,2729,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"574",2008-10-01,18867,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"575",2008-10-01,11131,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"576",2008-10-01,26,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"577",2008-10-01,273,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"578",2008-10-01,1714,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"579",2008-10-01,4157,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"580",2008-10-01,73,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"581",2008-10-01,115085,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"582",2008-10-01,4599,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"583",2008-10-01,86684,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"585",2008-10-01,730,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"586",2008-10-01,105,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"588",2008-10-01,1374,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"589",2020-06-01,91,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"590",2008-10-01,23,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"591",2008-10-01,91,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"592",2008-10-01,88,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"593",2008-11-01,87915,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"597",2008-11-01,384,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"600",2008-11-01,40,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"602",2008-11-01,3703,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"604",2008-11-01,16837,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"605",2008-11-01,58,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"609",2008-11-01,210,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"615",2008-11-01,9102,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"616",2008-11-01,1067,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"617",2020-05-01,87151,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"618",2008-11-01,1626,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"619",2008-11-01,842,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"620",2008-11-01,912,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"621",2008-11-01,1097,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"622",2008-11-01,31602,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"623",2008-11-01,156,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"624",2008-11-01,162,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"625",2008-11-01,19981,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"626",2008-11-01,10,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"627",2008-11-01,3236,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"628",2008-11-01,22647,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"629",2008-11-01,10271,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"630",2008-11-01,18,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"631",2008-11-01,199,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"632",2008-11-01,2528,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"633",2008-11-01,1207,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"634",2008-11-01,32,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"635",2008-11-01,105846,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"636",2008-11-01,4029,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"637",2008-11-01,69552,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"639",2008-11-01,561,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"640",2008-11-01,13,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"642",2008-11-01,1628,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"643",2020-05-01,74,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"644",2008-11-01,6,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"645",2008-11-01,70,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"646",2008-11-01,13,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"647",2008-12-01,78527,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"651",2008-12-01,429,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"654",2008-12-01,61,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"657",2008-12-01,2983,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"659",2008-12-01,11818,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"660",2008-12-01,51,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"664",2008-12-01,140,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"670",2008-12-01,8564,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"671",2008-12-01,703,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"672",2020-04-01,58544,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"673",2008-12-01,1221,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"674",2008-12-01,647,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"675",2008-12-01,695,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"676",2008-12-01,977,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"677",2008-12-01,15686,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"678",2008-12-01,97,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"679",2008-12-01,116,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"680",2008-12-01,18126,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"681",2008-12-01,2,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"682",2008-12-01,4031,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"683",2008-12-01,24478,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"684",2008-12-01,9316,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
